Date,Close
2020-03-25,2475.6
2020-03-26,2474.8
2020-03-27,2474.0
2020-03-28,2473.2
2020-03-29,2472.4
2020-03-30,2471.6
2020-03-31,2470.9
2020-04-01,2470.1
2020-04-02,2469.3
2020-04-03,2468.5
2020-04-04,2467.7
2020-04-05,2467.0
2020-04-06,2466.2
2020-04-07,2465.4
2020-04-08,2464.6
2020-04-09,2463.8
2020-04-10,2463.0
2020-04-11,2462.3
2020-04-12,2461.5
2020-04-13,2460.7
2020-04-14,2459.9
2020-04-15,2459.1
2020-04-16,2458.3
2020-04-17,2457.6
2020-04-18,2456.8
2020-04-19,2456.0
2020-04-20,2455.2
2020-04-21,2454.4
2020-04-22,2453.7
2020-04-23,2452.9
2020-04-24,2452.1
2020-04-25,2451.3
