Date,Close
2020-02-24,3225.8
2020-02-25,3226.9
2020-02-26,3228.0
2020-02-27,3229.1
2020-02-28,3230.1
2020-02-29,3231.2
2020-03-01,3232.2
2020-03-02,3233.3
2020-03-03,3234.3
2020-03-04,3235.4
2020-03-05,3236.4
2020-03-06,3237.5
2020-03-07,3238.6
2020-03-08,3239.6
2020-03-09,3240.7
2020-03-10,3241.7
2020-03-11,3242.8
2020-03-12,3243.8
2020-03-13,3244.9
2020-03-14,3245.9
2020-03-15,3247.0
2020-03-16,3248.0
2020-03-17,3249.1
2020-03-18,3250.2
2020-03-19,3251.2
2020-03-20,3252.3
2020-03-21,3253.3
2020-03-22,3254.4
2020-03-23,3255.4
2020-03-24,3256.5
