Date,Close
2020-03-25,2475.6
2020-03-26,2458.3
2020-03-27,2441.1
2020-03-28,2423.9
2020-03-29,2406.7
2020-03-30,2389.5
2020-03-31,2372.3
2020-04-01,2355.0
2020-04-02,2337.8
2020-04-03,2320.6
2020-04-04,2303.4
2020-04-05,2286.2
2020-04-06,2269.0
2020-04-07,2251.7
2020-04-08,2234.5
2020-04-09,2217.3
2020-04-10,2200.1
2020-04-11,2182.9
2020-04-12,2165.7
2020-04-13,2148.5
2020-04-14,2131.2
2020-04-15,2114.0
2020-04-16,2096.8
2020-04-17,2079.6
2020-04-18,2062.4
2020-04-19,2045.2
2020-04-20,2027.9
2020-04-21,2010.7
2020-04-22,1993.5
2020-04-23,1976.3
2020-04-24,1959.1
2020-04-25,1941.9
