Date,Close
2020-02-25,3223.6
2020-02-26,3221.3
2020-02-27,3219.1
2020-02-28,3216.8
2020-02-29,3214.5
2020-03-01,3212.3
2020-03-02,3210.0
2020-03-03,3207.7
2020-03-04,3205.5
2020-03-05,3203.2
2020-03-06,3200.9
2020-03-07,3198.6
2020-03-08,3196.4
2020-03-09,3194.1
2020-03-10,3191.8
2020-03-11,3189.6
2020-03-12,3187.3
2020-03-13,3185.0
2020-03-14,3182.8
2020-03-15,3180.5
2020-03-16,3178.2
2020-03-17,3175.9
2020-03-18,3173.7
2020-03-19,3171.4
2020-03-20,3169.1
2020-03-21,3166.9
2020-03-22,3164.6
2020-03-23,3162.3
2020-03-24,3160.0
